budget,genres,original_language,release_date,revenue,runtime,vote_average
0,Documentary,en,12/10/2009,0,87,3.8
0,Drama,ko,23/06/2011,0,121,6.3
0,Foreign,pt,30/11/2012,0,101,5.2
0,Comedy,pt,28/12/2012,0,98,6.1
0,Comedy,fr,04/04/2012,0,80,6.2
0,Drama,pt,17/02/2012,0,110,3.5
0,Drama,pt,30/09/2008,0,120,4
0,Action,tr,26/11/2004,0,110,8.1
0,Drama,en,07/04/2010,0,105,5.1
0,Thriller,pt,25/03/2011,0,95,6.6
0,Drama,pt,19/08/2010,0,80,7
0,Documentary,sv,26/09/2013,0,93,7.8
0,Comedy,fr,05/06/2013,0,102,6.3
0,Adventure,es,11/11/2011,0,88,6
0,Fantasy,en,25/08/2000,0,106,7
0,Comedy,en,07/06/2013,0,85,8
0,Comedy,ja,13/11/2013,0,60,6
0,Drama,en,18/08/2004,0,30,1
0,Documentary,ja,08/11/2003,0,112,6.5
250000,Crime,en,29/08/2008,0,102,0
4600000,Comedy,en,09/11/2001,0,130,5.4
482910,Comedy,en,10/08/2012,0,81,6
0,Drama,en,09/08/2013,0,92,4.6
0,Crime,ja,19/10/2008,0,110,5.9
0,Comedy,en,24/09/2009,0,90,8
0,Drama,hi,24/08/2012,0,88,0
0,Thriller,ko,06/11/2013,0,99,4.5
0,Drama,en,01/02/2011,0,101,6.9
0,Drama,ko,23/09/2005,0,123,5.8
0,Action,ko,29/08/2013,0,100,6.5
0,Action,ko,29/10/2009,0,92,6.8
0,Drama,en,11/10/2007,0,80,5.5
0,Drama,da,13/09/2012,0,82,5.1
0,Action,en,25/06/2013,0,90,4.5
0,Comedy,it,10/03/2013,0,,4.7
0,Drama,de,05/10/2007,0,0,6.2
0,Action,fr,01/01/2003,0,103,5.5
0,Comedy,en,04/11/2005,0,128,8.3
0,Drama,pt,15/03/2013,0,93,7.1
0,Documentary,en,11/06/2011,0,85,6.4
0,Action,en,11/11/2008,0,65,8.8
0,Science Fiction,en,10/06/2005,0,88,5.4
0,Drama,en,27/07/2013,0,0,5
0,TV Movie,en,31/07/2006,0,96,5.4
0,Drama,en,15/08/2003,0,100,4.9
0,Comedy,en,18/03/2007,0,120,5.6
0,Drama,en,15/03/2013,0,60,6.4
0,Romance,en,19/11/2012,0,105,6.9
0,Family,en,10/10/2011,0,91,6.4
0,Fantasy,en,08/02/2012,0,120,7.5
0,Drama,en,11/03/2001,0,88,5.9
0,Comedy,en,21/11/2012,0,83,5.8
0,TV Movie,en,13/10/2013,0,120,7
0,Drama,en,01/01/2010,0,90,4.2
0,Comedy,en,28/12/2012,0,90,6
0,Comedy,fa,01/01/2008,0,101,6.6
0,Drama,en,15/04/2012,0,92,5.4
0,Romance,en,23/06/2011,0,110,6
0,Documentary,cn,06/12/2002,0,97,6.3
0,Action,fr,22/10/2009,0,99,6.4
0,Thriller,zh,01/01/2007,0,110,6.7
0,TV Movie,en,10/12/2010,0,86,7.4
0,Family,en,22/04/2007,37895,94,6
0,Drama,en,01/05/2012,0,111,6.3
0,Family,en,06/10/2009,0,0,3.9
0,Action,cs,06/03/2008,0,107,0
6800000,Drama,en,29/11/2005,0,86,4.5
0,Action,en,05/01/2009,0,91,5.7
0,Drama,en,23/11/2004,0,86,4.6
0,Drama,en,05/02/2009,0,86,2.7
0,Family,en,26/11/2006,0,85,2
0,Action,en,15/03/2009,0,89,3.3
0,Comedy,nl,23/09/2009,0,102,8.4
0,Drama,en,17/12/2009,0,100,5.8
0,Action,pt,05/10/2013,0,69,7
0,Documentary,ja,15/10/2010,0,89,7
0,Drama,hu,24/10/2013,0,100,5.7
0,Documentary,en,02/12/2012,0,88,5.4
0,Comedy,en,16/11/2003,0,107,5.2
0,Drama,en,01/01/2004,0,94,0
0,Documentary,et,11/01/2012,0,,0
0,TV Movie,en,01/01/2007,0,16,6.9
0,Animation,en,01/01/2007,0,87,5
0,Action,en,04/08/2011,0,6,5.8
0,Drama,et,11/10/2013,0,97,6.4
0,Drama,et,09/11/2012,0,118,0
300000,Crime,en,24/10/2008,0,85,5.3
0,Action,ko,23/06/2001,0,118,5.7
0,Comedy,es,02/06/2000,0,105,6.4
0,Drama,en,19/01/2004,0,120,8
0,Comedy,en,13/09/2013,0,85,6
0,Comedy,en,13/07/2009,0,95,3.5
0,Science Fiction,en,10/06/2000,0,87,5.3
0,Drama,en,01/02/2009,0,60,7.4
0,Comedy,en,25/09/2001,0,97,0
0,Documentary,en,01/01/2008,0,0,6.2
0,Drama,pt,18/07/2008,0,120,6.3
0,Drama,pt,11/05/2007,0,82,0
0,Comedy,en,01/01/2008,0,90,6.6
0,Comedy,ko,31/10/2007,0,113,5
0,Drama,ko,28/01/2010,0,119,4.9
0,Drama,en,21/08/2008,0,107,7
0,Documentary,en,18/06/2010,0,90,5
0,Documentary,en,25/04/2012,0,69,0
0,Comedy,en,19/10/2006,0,0,4
0,Drama,en,01/01/2009,0,90,4.7
2100000,Horror,fi,09/12/2011,0,110,4.6
6500000,Action,en,02/10/2007,0,82,2
0,Comedy,es,04/04/2007,0,95,6.3
0,Drama,ja,21/11/2003,0,39,2.6
0,Music,es,22/12/2011,0,109,5
0,Music,en,01/01/2002,0,100,5.2
0,TV Movie,en,16/11/2013,0,87,5.5
0,Family,en,18/12/2006,0,91,5
0,Romance,fr,08/12/2012,0,83,7
0,Drama,nl,26/12/2008,0,0,10
0,Romance,en,18/06/2009,0,0,4
0,Comedy,nl,12/10/2011,0,0,6.5
0,Romance,en,18/12/2011,0,90,6.9
0,TV Movie,en,26/11/2011,0,87,5.9
0,TV Movie,en,10/03/2002,0,0,4
0,Fantasy,en,31/03/2011,0,153,9
0,Fantasy,en,13/02/2008,0,115,0
0,Action,da,09/02/2007,0,100,5.7
0,Documentary,en,23/07/2002,0,85,5.4
0,Crime,en,01/01/2004,0,96,5
0,Comedy,en,29/11/2008,0,88,4.6
0,TV Movie,en,16/12/2006,0,90,5.5
0,Drama,en,01/10/2005,0,73,3.4
0,Action,en,02/02/2012,0,107,6.2
0,Documentary,en,20/02/2000,0,120,5.6
0,Horror,en,28/09/2010,0,11,7.3
0,Documentary,ko,10/06/2010,0,100,5
0,Crime,de,23/09/2010,0,110,6.6
0,Thriller,en,15/05/2011,0,89,6.3
0,Science Fiction,en,03/05/2013,0,60,0
0,Action,fr,06/06/2001,0,139,6
0,Action,ja,11/02/2012,0,136,8
0,Drama,ja,01/10/2011,0,140,0
0,Animation,hi,14/04/2011,0,0,0
0,Comedy,en,15/10/2010,0,160,0
0,Comedy,fr,31/12/2006,0,90,4.4
0,Action,tr,14/12/2007,10161213,140,6.8
0,Action,tr,12/10/2012,0,0,6.9
0,Action,en,07/12/2012,0,82,8.7
0,Drama,en,19/01/2003,0,96,4
126000,Documentary,en,24/06/2006,0,84,0
0,Horror,en,08/10/2002,0,155,5
0,Documentary,en,29/11/2005,0,70,5
0,Documentary,en,04/09/2011,0,87,5
0,Action,en,26/10/2006,0,95,5.2
0,Romance,en,06/02/2007,0,120,0
0,Comedy,en,07/05/2012,0,94,5
0,Thriller,en,01/01/2007,0,36,6.2
0,Family,en,27/11/2011,0,0,1.5
0,Comedy,ru,19/03/2003,0,82,7.1
0,Western,en,08/12/2006,0,91,0
0,Drama,en,29/01/2010,0,88,3.3
0,Documentary,en,11/11/2001,0,300,7
500000,Western,en,12/09/2011,0,4,6.6
0,Adventure,fr,01/01/2007,0,93,0
0,Romance,ja,15/07/2006,47636016,135,4.2
0,Horror,en,25/10/2001,0,90,0
1949120,Comedy,en,17/07/2008,0,120,5.3
0,Comedy,en,17/03/2011,0,115,0
0,Foreign,en,28/10/2012,0,177,6.7
0,Drama,ru,29/12/2011,0,75,5.6
0,Animation,ru,26/12/2013,18315000,85,6.4
0,Animation,ja,18/12/2010,0,133,5.1
4000000,Drama,ru,23/12/2004,1730000,72,6.1
4500000,Animation,ru,16/03/2006,3468423,65,6.4
0,Comedy,fr,26/01/2001,0,114,6.7
0,Music,en,18/01/2013,0,18,8.1
0,Drama,en,01/01/2004,0,1,6
0,Action,en,27/04/2004,0,77,0
0,Drama,th,18/12/2008,0,117,7.2
0,Drama,ja,15/03/2013,0,117,4.8
0,Drama,ko,18/12/2013,0,115,6.8
0,Action,ja,13/06/2009,0,120,0
0,TV Movie,en,25/07/2013,0,91,4.9
0,Drama,en,02/08/2008,0,88,5.1
0,Drama,en,26/12/2006,0,93,4.8
0,Comedy,en,01/01/2006,0,93,4.2
0,Documentary,en,19/11/2011,0,82,4.6
0,Action,ko,19/12/2012,0,120,6.8
0,Comedy,zh,21/06/2013,0,98,4.4
0,Comedy,en,15/03/2013,0,88,5.5
0,Drama,en,29/10/2013,0,87,3.7
0,Family,fr,27/08/2010,0,88,4.8
0,Mystery,de,10/07/2013,0,0,6.6
0,Music,de,06/08/2012,0,,5
0,Family,de,05/12/2011,0,,6
0,TV Movie,de,25/12/2009,0,,0
0,Family,en,09/12/2012,0,90,5.9
0,Mystery,de,26/12/2013,0,,5
0,Fantasy,de,26/12/2012,0,0,7
0,Drama,en,23/09/2012,0,90,5.5
0,Adventure,it,03/09/2011,0,95,5.1
0,Action,en,14/12/2012,0,94,4.9
0,Animation,ja,10/12/2005,0,110,6.6
0,Thriller,en,09/03/2001,0,82,9
0,Comedy,de,23/12/2009,0,105,6.5
0,Comedy,en,02/12/2002,0,100,4.8
0,Music,en,28/06/2010,0,55,6.2
0,Music,en,04/12/2001,0,80,5.8
0,Comedy,en,08/09/2012,0,101,6.3
0,Action,en,01/06/2010,0,82,6.5
0,Drama,en,23/01/2005,0,9,0
0,Action,en,11/03/2012,0,104,6.3
0,Thriller,en,01/01/2008,0,102,6.6
0,Drama,en,28/11/2006,0,78,5.3
0,Drama,ja,05/09/2009,0,132,6
0,Drama,en,06/05/2010,0,96,7.4
0,Action,ja,10/02/2005,0,109,0
0,Horror,ko,11/09/2012,0,107,7.4
2000000,Action,it,01/09/2011,0,98,6.3
0,Drama,en,23/09/2010,0,110,7.7
135000,Drama,en,10/09/2010,10474,94,5.3
0,Comedy,en,08/10/2009,0,100,8
0,Action,en,01/11/2011,0,87,4.3
0,Documentary,en,29/11/2012,0,124,5.1
0,Drama,en,25/02/2009,0,360,6.2
0,Drama,ko,23/12/2010,0,111,7.1
0,Drama,nl,13/02/2013,0,96,3.8
0,Comedy,en,01/06/2010,0,92,5.1
346500,Comedy,en,16/07/2013,0,105,5
11178,Comedy,en,05/09/2012,34659,104,8
0,Action,en,16/05/2007,0,2,6.8
0,Action,en,11/08/2011,0,79,7.8
0,Drama,en,25/12/2000,0,97,0
0,Comedy,en,24/11/2009,0,93,6.8
0,Documentary,en,01/01/2002,0,108,8.3
0,Adventure,en,25/03/2009,0,38,4.8
0,Drama,ko,18/01/2012,0,100,6.5
0,Action,tr,18/05/2012,0,0,6.7
0,Thriller,en,28/10/2011,0,120,6
0,Action,en,24/02/2011,0,0,7
0,Comedy,tr,18/01/2013,0,114,5
0,Comedy,nl,24/10/2013,0,0,5.4
0,Foreign,en,14/05/2010,0,93,4.4
0,Thriller,en,21/07/2013,0,101,5
204956,Documentary,en,01/01/2005,0,70,7.5
0,Documentary,en,01/01/2010,0,100,10
0,Action,en,28/09/2012,0,87,5
0,Drama,en,01/01/2005,0,80,8
0,Romance,en,23/10/2008,0,100,7.3
0,Drama,de,28/08/2013,0,91,7.1
0,Adventure,pt,01/02/2009,0,96,5.9
1000000,Documentary,pt,22/03/2013,0,87,6.1
0,Thriller,ru,27/12/2012,0,65,5.3
3000000,Adventure,ru,29/12/2010,19010585,73,5.6
0,Animation,en,01/06/2011,0,6,7.9
0,Drama,de,14/11/2013,0,90,6.1
0,Comedy,ja,16/08/2011,0,83,4.6
0,Action,fr,10/02/2010,0,0,6.1
0,Music,en,02/12/2012,0,0,7.2
0,TV Movie,en,01/03/2005,0,88,4.4
0,TV Movie,en,11/03/2004,0,84,0
0,Documentary,en,15/07/2012,0,252,7
2500000,Drama,en,28/06/2010,0,0,7
0,Documentary,en,28/01/2011,0,0,2.5
0,Documentary,en,18/07/2009,0,59,6
0,Documentary,en,01/01/2008,0,90,6
0,Documentary,en,05/11/2011,0,90,6.8
0,Documentary,en,20/04/2012,0,100,4
0,Documentary,en,20/09/2011,0,60,0
0,Comedy,en,25/06/2011,0,75,5.4
0,Romance,en,28/04/2011,0,165,8
0,Music,en,26/11/2010,0,116,0
0,Action,en,28/01/2007,0,66,0
0,Comedy,en,01/01/2009,0,0,4.3
0,Comedy,en,15/04/2009,0,44,9
0,Action,en,22/07/2012,0,4,6.1
0,Comedy,en,01/07/2011,0,41,4.5
0,Drama,en,01/04/2010,0,3,6.8
0,Science Fiction,en,13/02/2009,0,41,6.8
0,Documentary,it,01/01/2003,0,,5.3
0,Drama,en,01/01/2013,0,180,6.7
0,Comedy,en,28/08/2013,0,80,7
0,Action,en,31/05/2010,0,91,5.2
0,Comedy,en,20/09/2011,0,130,6.2
0,Adventure,en,20/10/2012,0,209,6.6
0,Crime,en,27/12/2005,0,90,5.9
0,Drama,en,19/06/2013,0,67,5.8
0,Romance,en,20/05/2012,0,60,7.8
0,Comedy,de,19/10/2013,0,,10
0,Drama,da,09/10/2013,0,80,6
0,Drama,en,16/10/2008,0,101,5.7
0,Action,en,28/04/2002,0,0,0
0,Action,en,01/01/2002,0,117,6.5
0,Adventure,en,01/01/2009,0,6,7
0,Animation,en,01/10/2013,0,0,0
0,Romance,en,24/11/2012,0,64,9
0,Drama,fr,11/07/2012,0,107,4.4
0,Documentary,en,16/10/2006,0,94,7.8
0,Thriller,en,06/05/2011,0,77,4.3
200000,Drama,de,08/02/2008,0,90,2
0,Mystery,en,01/01/2009,0,93,2.5
0,Family,en,27/02/2008,0,102,5.5
1,Animation,ru,16/09/2010,0,75,6.5
0,Animation,en,10/10/2011,0,87,7.4
0,Drama,en,19/11/2011,0,87,0
0,Mystery,en,01/11/2001,0,84,7
0,Drama,en,28/09/2007,0,100,3.5
0,Documentary,en,01/01/2012,0,38,4.3
0,Action,de,08/02/2004,0,103,6
0,War,en,09/12/2010,0,11,7
0,Crime,en,15/01/2010,0,79,2
0,War,en,24/10/2013,0,95,6.7
0,Drama,en,08/06/2012,0,84,6.4
16000000,Action,en,11/10/2012,0,114,6.4
0,Action,en,17/11/2001,0,56,7.8
15000000,Family,cn,20/12/2012,5290,113,5.4
0,Romance,ru,10/06/2006,0,101,4.5
0,Action,en,02/12/2011,0,85,6
0,Thriller,de,29/08/2008,0,110,5.6
0,Drama,en,26/04/2008,0,2,6.9
0,Animation,en,22/10/2003,0,47,6
0,Animation,ko,24/10/2013,0,107,8
0,Drama,en,16/08/2001,0,10,7.2
0,Drama,en,01/01/2003,0,26,7.1
0,Action,en,01/05/2009,0,94,4.9
1000000,Drama,es,15/10/2009,0,191,4
0,Mystery,en,24/10/2013,0,93,7.1
0,Drama,cn,11/11/2004,0,97,0
0,Documentary,it,21/06/2013,0,87,4.9
0,Mystery,en,30/03/2008,0,180,7.3
0,Drama,de,01/04/2004,0,86,5
1999000,Drama,en,27/07/2008,0,95,4.2
0,Thriller,en,08/10/2013,0,156,8
0,Drama,en,01/03/2013,0,58,7.4
0,Comedy,en,05/02/2011,60,60,0
0,Drama,en,01/06/2009,0,70,0
0,Documentary,tr,02/12/2010,0,144,7.1
0,Drama,de,11/12/2013,0,88,4.3
0,Adventure,fr,24/01/2001,0,124,2.9
0,Horror,en,01/01/2005,0,85,2.7
0,Action,it,22/10/2007,0,73,6.7
0,Horror,en,01/11/2012,0,96,8
0,Documentary,en,20/09/2002,0,0,0
0,Action,en,18/10/2011,0,15,6.5
0,Action,en,15/10/2013,0,2,7.4
0,Documentary,es,15/11/2001,0,50,0
0,TV Movie,en,09/10/2000,0,154,7.8
0,Animation,en,07/12/2008,0,60,7.6
0,Comedy,en,16/02/2004,0,88,5.4
0,Drama,en,09/11/2010,0,25,7.1
0,Documentary,fr,25/06/2004,0,90,3.3
0,Family,en,04/10/2005,0,136,8
0,Mystery,en,30/11/2013,0,97,6.9
0,Drama,zh,06/08/2003,0,108,5.5
0,Fantasy,en,19/02/2011,0,82,6.4
0,Action,en,04/08/2005,0,78,2.7
0,Documentary,en,14/01/2007,0,42,6.9
0,Comedy,en,12/03/2012,0,120,6.9
0,Fantasy,fr,29/04/2009,0,91,5.5
100,Drama,zh,24/08/2005,0,55,0
0,Family,de,19/12/2013,0,,0
0,Fantasy,en,20/11/2011,0,93,5.9
0,Comedy,en,08/12/2013,0,90,5.8
0,Fantasy,en,10/11/2009,0,87,6.5
0,Comedy,en,14/12/2005,0,136,5.5
0,Romance,en,08/09/2013,0,15,7.5
0,Family,en,07/02/2009,0,85,5.8
0,TV Movie,en,24/10/2010,0,84,5.5
500000,Romance,en,25/10/2011,0,4,7
0,TV Movie,en,09/10/2010,0,84,6
0,Drama,en,08/04/2001,0,95,6
0,Action,en,09/04/2011,0,89,3.8
0,Adventure,sv,26/03/2002,0,89,3.3
0,Family,en,11/09/2004,0,98,8
0,Comedy,sv,23/03/2000,0,114,0
0,Drama,sv,24/12/2000,0,134,3
0,Action,pt,12/05/2011,0,99,4.5
0,Drama,pt,26/04/2006,0,89,6.9
3500000,Drama,nl,10/03/2011,18000000,105,5.2
0,Drama,ko,10/11/2011,0,110,6.1
0,Thriller,pl,06/09/2013,0,102,6.4
0,Comedy,en,19/09/2006,0,58,6.1
0,Adventure,es,11/08/2000,0,0,2
0,Mystery,pt,20/07/2007,0,112,7
0,Action,en,29/03/2009,0,72,7.5
0,Comedy,lb,15/08/2003,0,98,0
0,Comedy,en,24/01/2001,0,120,4
0,Fantasy,es,02/05/2012,0,95,4.3
0,Animation,en,01/01/2009,0,86,6
0,Comedy,es,12/09/2008,0,107,6.9
0,Animation,en,22/11/2012,0,105,7.8
1200000,Horror,en,30/09/2001,0,99,7.2
5000000,Horror,ja,04/08/2007,0,115,5.7
0,Drama,id,08/10/2009,0,95,6.4
0,Foreign,ja,05/11/2005,0,73,8.5
0,Documentary,en,21/07/2009,0,95,4.4
0,Comedy,fr,07/12/2005,0,97,4.9
0,Crime,en,09/03/2013,0,85,6.5
0,Science Fiction,pl,04/08/2011,0,0,0
0,Drama,zh,29/08/2013,0,111,6.4
0,Romance,en,24/06/2009,0,75,6.3
0,Drama,el,01/01/2007,0,95,8
0,Comedy,el,29/12/2009,0,96,7.3
0,Comedy,el,22/12/2011,0,109,6.3
0,Comedy,el,27/11/2008,0,120,4.1
5000000,Crime,en,08/02/2009,0,90,4
0,Comedy,es,01/01/2002,0,80,0
650000,Crime,de,10/07/2008,0,107,6.8
0,Comedy,en,26/04/2007,0,83,4.3
0,Comedy,en,15/08/2007,0,90,3
0,Documentary,en,15/10/2013,0,66,0
0,Action,en,11/04/2013,0,90,5
60000,War,es,12/10/2013,0,85,8.8
0,Comedy,en,03/09/2003,0,60,0
0,Action,fr,08/11/2006,0,0,7.5
0,Animation,de,03/11/2011,0,103,7
0,Drama,en,06/11/2010,0,315,8
3000000,Drama,en,12/04/2013,0,85,5.2
0,Comedy,en,11/02/2006,0,132,4.7
0,Drama,de,18/09/2003,0,92,6.8
500000,Comedy,en,12/09/2011,0,90,2.8
0,Action,de,17/01/2008,0,86,6
0,Drama,en,22/03/2010,0,87,1.5
0,Comedy,de,16/10/2008,0,105,6.1
0,Comedy,de,05/10/2006,0,86,6.7
0,Family,de,18/06/2004,0,,0
0,Drama,de,28/12/2006,0,100,7.1
0,Family,en,09/01/2007,0,72,5
0,Action,fr,11/05/2008,0,87,5.3
0,Horror,de,11/01/2012,0,94,5.3
0,Comedy,en,12/10/2007,0,102,7.4
0,Action,de,01/02/2012,0,109,5.5
0,Comedy,de,01/01/2004,0,80,5.7
0,War,en,17/06/2013,0,100,5
0,Drama,ja,01/01/2007,0,1,2.7
0,Crime,en,11/04/2003,0,72,7.8
0,Action,en,28/10/2002,0,84,5
0,Action,en,06/11/2013,0,100,5.5
0,Comedy,pt,24/02/2006,0,97,5.9
0,Horror,pt,23/09/2009,0,93,5.3
0,Drama,en,12/09/2011,0,360,6.5
0,Fantasy,ko,02/10/2013,0,123,8.1
3000000,Action,fr,11/03/2009,0,96,5.8
0,Drama,pt,10/10/2007,0,105,7
0,TV Movie,en,30/05/2009,0,120,4
0,Comedy,pl,26/10/2007,0,95,7.3
0,Drama,en,12/10/2010,0,108,6.2
4500000,Mystery,cn,13/10/2010,0,97,4.3
0,Music,en,27/12/2013,0,97,4.5
0,Adventure,en,22/10/2012,0,62,6.1
0,Action,en,05/10/2007,0,209,0
0,Romance,de,16/06/2011,0,80,5.9
0,Action,en,24/03/2002,0,50,9.3
0,Family,en,01/04/2006,0,136,7.7
0,Action,ja,25/04/2013,0,114,6.3
0,Crime,ko,04/10/2008,0,78,7.7
0,Documentary,ja,27/10/2010,0,114,4.6
0,Thriller,zh,11/09/2009,0,96,6.1
0,Thriller,en,16/06/2007,0,120,6.5
0,Documentary,cn,28/03/2002,0,111,5.5
0,Action,en,01/10/2012,0,45,7.5
0,Documentary,de,18/09/2010,0,91,7.6
0,Documentary,fr,02/01/2012,0,52,5.7
0,Documentary,en,12/09/2013,0,85,6
0,Music,si,25/01/2006,0,108,3.4
100000,Drama,en,08/01/2013,0,90,8
0,Horror,en,01/09/2009,0,197,8.5
0,Romance,zh,13/10/2006,254000,105,5.1
0,Comedy,ja,01/08/2007,0,117,4.8
0,Documentary,en,16/03/2013,0,75,6
0,Documentary,en,01/01/2005,0,80,4.5
550000,Thriller,hi,21/11/2013,0,115,4.2
0,Documentary,en,05/09/2013,0,83,5
0,Drama,en,18/04/2013,0,83,6.3
0,Horror,en,21/10/2011,0,85,3.4
0,Thriller,en,30/08/2005,0,4,6
0,Horror,ko,09/11/2006,0,119,6.9
0,Romance,ja,05/02/2005,0,98,7.7
0,Drama,ja,18/12/2010,0,152,5.5
0,Drama,ja,22/04/2011,0,123,5.3
0,Drama,en,02/08/2008,0,138,7
0,Drama,ja,07/06/2008,0,140,8.3
0,Drama,ja,08/10/2005,0,114,7.4
0,Drama,en,24/05/2008,0,160,7.7
0,Drama,ja,15/09/2007,0,70,0
0,Action,ja,05/11/2011,0,109,4.3
0,Drama,ja,17/06/2011,0,119,6
0,Drama,fr,18/11/2009,0,93,6.1
0,Drama,ja,01/06/2009,0,109,6.5
0,Drama,en,21/06/2009,0,115,5.2
0,Animation,en,02/03/2010,0,24,5
0,Family,en,02/12/2000,0,119,7.7
0,Drama,en,14/04/2012,0,86,4.3
0,Comedy,en,13/07/2013,0,9,8.4
0,Thriller,pt,09/09/2012,0,91,5.6
0,Drama,ja,11/10/2013,0,128,6.5
0,Thriller,tr,17/03/2006,0,0,6.3
0,Action,en,20/01/2003,0,9,7
0,Comedy,en,10/01/2006,0,17,8.2
0,Drama,de,01/10/2009,0,90,4.4
0,Comedy,de,03/10/2006,0,107,7.2
6907750,Documentary,de,04/03/2006,0,85,2.7
0,Drama,fr,06/05/2013,0,97,4.9
4000000,Comedy,en,01/01/2000,0,92,4.7
0,Action,en,31/07/2007,0,92,4.1
0,Drama,en,01/01/2007,1,0,4.3
0,Animation,es,01/10/2006,0,102,5
0,Animation,en,24/02/2006,0,2,7.2
0,Drama,en,15/07/2008,0,90,6
0,War,en,20/11/2011,0,78,5
0,Drama,en,14/10/2002,0,40,0
0,Horror,en,20/01/2009,0,12,5.4
0,Horror,en,09/11/2006,0,103,5.5
2000000,Action,th,09/08/2006,0,106,4.3
0,Action,ja,07/10/2005,0,64,5.9
0,Action,en,01/01/2009,0,22,4.7
0,Comedy,ja,30/09/2006,0,98,5.3
0,Action,cn,01/01/2006,0,83,5
35000,Action,ja,20/11/2004,0,65,2.5
3000000,Romance,en,25/07/2009,0,87,3.8
0,Horror,ja,25/12/2007,0,78,4.9
150000,Action,en,12/04/2008,0,105,5.7
3000000,Comedy,en,16/11/2010,0,93,3
300000,Comedy,en,20/09/2001,2074000,101,5.5
0,Animation,ja,11/03/2006,862,95,6.5
0,Animation,ja,23/02/2007,0,0,5.3
0,Action,ja,28/04/2007,0,95,6.1
0,Action,ja,26/03/2008,0,60,5.8
0,Animation,ja,11/10/2008,0,83,5.6
0,Documentary,ja,14/02/2004,0,83,6.6
0,Comedy,de,21/03/2013,0,94,2.7
0,Comedy,en,16/08/2009,0,67,5.8
0,Comedy,en,02/10/2006,0,46,4.3
0,Comedy,en,22/11/2004,0,64,0
0,Comedy,en,25/01/2005,0,60,6.5
0,Comedy,en,23/01/2007,0,73,7.4
0,Comedy,en,18/11/2013,0,0,6.5
2980000,Mystery,en,20/07/2006,0,83,4.6
0,Drama,en,30/12/2013,0,90,6
0,TV Movie,pt,21/11/2013,0,90,6
0,Comedy,en,09/07/2007,0,87,8.6
0,Drama,en,09/09/2008,0,82,3.6
500000,Comedy,en,16/02/2012,0,90,4.7
0,Comedy,en,10/11/2006,0,80,4.2
0,Horror,ru,14/08/2013,750000,95,1.5
5000,Horror,en,27/10/2010,0,100,1
0,Comedy,en,01/01/2000,0,88,7.5
0,Comedy,en,20/01/2011,0,14,6.3
0,Drama,en,13/07/2010,0,92,5
3000000,Comedy,de,02/12/2013,0,95,3.5
0,Action,th,01/01/2007,0,78,5.7
0,Action,es,14/05/2009,0,90,4.8
0,Action,en,28/09/2004,0,105,7
0,Drama,en,12/01/2012,0,52,7
0,Documentary,pt,12/01/2001,0,90,3.3
0,Comedy,th,16/08/2012,0,0,6.5
0,Action,pt,04/10/2013,0,0,5.5
0,Drama,tr,25/10/2013,0,,7.5
0,Family,en,01/10/2010,0,85,4.7
0,Horror,de,23/09/2007,0,0,0
0,Science Fiction,ja,12/07/2006,0,99,5.9
0,Comedy,pt,23/03/2006,0,89,6.3
0,Documentary,pt,02/04/2010,0,124,6.9
0,Drama,en,10/02/2011,0,90,6.7
0,Comedy,en,27/08/2013,0,92,4.8
0,Horror,en,20/01/2006,0,36,6.8
0,Comedy,en,10/06/2000,0,68,6.7
0,Comedy,en,14/05/2011,0,42,5.8
0,Comedy,en,19/05/2009,0,59,6.3
0,Comedy,en,21/12/2012,0,60,0
0,Comedy,en,12/05/2013,0,60,7.3
0,Comedy,en,26/10/2012,0,60,7.2
0,Comedy,en,10/11/2012,0,63,8.2
0,Action,en,29/01/2012,0,85,5
0,Drama,en,02/10/2011,0,330,7.6
0,Mystery,en,14/09/2008,0,240,7.2
0,Horror,en,23/02/2003,0,97,3
0,Horror,de,18/02/2010,0,51,0
0,Action,fr,26/01/2011,0,87,6.8
0,Documentary,en,10/11/2007,0,60,0
0,Action,es,23/11/2012,0,97,7.5
0,Drama,en,01/01/2013,0,87,8.5
0,Comedy,en,03/10/2012,0,101,5.4
0,Action,en,15/11/2012,0,80,6
0,Documentary,tr,29/11/2013,0,92,6
0,Comedy,de,17/01/2013,0,110,6
0,Drama,en,03/10/2008,0,11,6.7
0,Crime,en,21/11/2000,0,8,0
0,Drama,en,08/06/2000,0,96,5.7
26000000,Action,en,31/10/2000,0,99,4.1
0,Drama,en,30/09/2003,0,81,4
0,Comedy,en,29/11/2003,0,94,3.5
0,Action,en,24/11/2001,0,96,4.1
0,Romance,en,15/10/2002,0,17,6.7
7000000,Animation,ru,21/02/2011,0,84,4
0,Drama,en,11/02/2012,0,83,5.5
0,History,en,16/08/2000,0,104,5
0,Thriller,en,11/09/2004,0,115,5.2
0,Thriller,en,01/01/2011,0,96,0
0,Drama,en,01/01/2000,0,90,4.4
30000000,Horror,en,07/01/2001,0,180,5.4
0,Action,en,01/01/2005,0,70,3.9
12000000,Science Fiction,en,11/03/2003,0,89,3.9
3800000,Action,en,02/10/2007,0,98,4.3
0,Horror,en,26/11/2004,0,111,4.6
0,Science Fiction,en,04/07/2006,0,88,5.5
0,Drama,en,29/01/2005,0,68,6.3
0,Comedy,en,08/08/2006,7900000,73,6.4
