budget,genres,original_language,release_date,revenue,runtime,vote_average
0,Drama,en,02/10/2002,0,102,5.6
0,Horror,en,04/05/2001,0,98,6.1
0,Drama,en,18/11/2000,0,48,6.6
0,Fantasy,en,23/08/2001,0,76,5
0,Comedy,en,30/08/2002,0,97,5
0,Action,en,25/01/2001,0,90,7.8
0,Documentary,de,01/11/2001,0,90,6.3
53000000,Comedy,en,09/02/2004,0,124,5
0,Western,ja,31/01/2001,0,55,6.1
0,Fantasy,en,17/10/2002,0,89,6.5
9400000,Comedy,ja,15/12/2001,0,105,6.2
0,Adventure,en,05/02/2001,0,40,5.9
0,Documentary,en,01/08/2001,0,94,4.7
0,Horror,en,18/07/2002,0,110,6.3
0,Crime,en,18/01/2002,0,93,6.4
3000000,Comedy,en,04/10/2002,0,95,5.8
0,Horror,en,11/03/2003,0,87,7
0,Action,en,23/09/2001,0,95,5.8
0,Thriller,zh,31/10/2001,0,119,7.2
0,Drama,en,01/05/2002,0,87,6
10000000,Comedy,en,22/04/2002,0,88,4.6
0,Horror,zh,17/10/2002,0,112,6.2
0,Horror,fr,07/09/2001,0,0,7
0,Drama,fr,19/06/2002,0,90,2.6
0,Action,en,21/03/2002,0,85,6
0,Comedy,en,01/12/2002,0,115,5.8
0,Thriller,ja,02/12/2000,0,97,6.8
0,Crime,en,15/04/2002,0,94,5.4
0,Thriller,en,21/01/2003,17350,95,4.3
0,Comedy,ja,27/10/2001,0,112,6.4
0,Drama,en,01/01/2004,0,94,3
5000000,Drama,en,23/05/2002,0,101,6.2
0,Action,ja,10/02/2001,0,118,6.1
0,Horror,en,01/01/2002,0,104,6.3
0,Action,en,02/12/2001,0,92,6
0,History,hu,24/10/2002,0,78,6.6
0,Crime,en,04/07/2003,0,97,5.5
0,Comedy,en,18/08/2002,0,111,0
0,Drama,de,03/09/2001,0,121,6.7
0,Drama,zh,09/10/2002,0,116,6.9
2079000,Drama,en,24/07/2001,4099000,183,7.1
0,Drama,ko,27/07/2001,0,123,7.3
0,Drama,en,23/02/2003,0,92,5.1
0,Horror,en,13/10/2001,0,98,6.4
0,Drama,sv,24/10/2001,0,128,5.4
0,Drama,en,23/09/2001,0,86,6.3
0,Adventure,ko,28/09/2001,0,110,6.1
0,Action,en,09/09/2003,0,90,5.8
0,Comedy,en,04/10/2002,0,94,6.2
0,Comedy,ja,15/09/2001,0,90,6
0,Comedy,en,01/01/2003,0,96,4.3
0,Action,ja,12/01/2002,0,89,5.3
0,Action,en,12/09/2001,0,85,6.8
350000,Documentary,en,24/05/2002,0,76,5.9
0,Comedy,ja,31/10/2001,0,113,7.3
0,Horror,fr,05/06/2002,0,94,6.1
0,Comedy,en,17/05/2003,0,89,6.7
0,Family,en,01/01/2004,0,90,5.3
0,Drama,it,11/01/2002,0,93,6.1
0,Drama,en,30/01/2003,0,85,6.6
0,Mystery,en,13/09/2002,102471,96,6.6
4000000,Drama,ko,29/03/2002,1954937,121,7.3
0,Action,en,10/06/2001,0,85,3.9
0,Action,cn,06/02/2002,0,97,7.3
16700000,Action,en,01/06/2003,0,96,3.7
0,Action,pt,01/01/2003,0,104,5.8
0,Drama,ja,29/10/2001,0,99,6.4
4667404,Drama,sv,15/10/2003,0,115,6.2
24665810,Action,fr,13/03/2004,0,103,5.8
0,Drama,en,08/09/2003,0,90,4.7
80000000,Comedy,en,15/05/2005,5989640,110,4.8
0,Thriller,en,06/02/2004,0,77,6.3
0,Animation,fr,01/01/2003,0,107,6.4
0,Drama,en,07/12/2002,0,108,6.7
0,Drama,en,31/10/2003,0,100,7.1
0,Family,ko,09/08/2002,0,132,7.8
0,Drama,en,15/05/2002,0,182,6.8
0,Drama,de,01/10/2003,0,105,6.9
0,Comedy,nl,11/12/2002,0,137,6.8
0,Romance,en,25/05/2003,0,103,5.6
0,Drama,fi,28/02/2003,0,98,6.7
14000000,Comedy,en,14/08/2003,0,90,4.2
0,Action,fi,17/01/2003,0,120,5.8
0,Action,it,11/02/2003,0,125,5.8
0,Drama,en,31/05/2003,0,112,6.9
0,Drama,en,22/10/2002,0,178,7.3
0,Drama,en,16/05/2003,0,106,6.1
0,Comedy,ko,13/09/2002,0,123,5.3
7000000,Action,en,19/07/2003,0,100,4.7
0,Science Fiction,en,05/04/2003,0,88,5.8
5000000,Comedy,en,09/05/2003,0,102,6.9
10000000,Animation,en,27/08/2004,0,93,5.5
4000000,Drama,ja,11/02/2000,0,70,7
0,Horror,ja,25/03/2000,0,76,5.9
0,Horror,sv,03/01/2003,0,77,6
6000000,Drama,en,16/05/2003,0,86,6.8
0,Crime,ja,12/09/2002,0,119,6.2
0,Action,zh,04/09/2002,0,116,6.2
5000000,Drama,en,02/01/2004,0,101,5.4
0,Action,en,23/04/2004,0,106,0
0,Drama,en,13/01/2004,0,90,5.3
0,Comedy,fr,18/02/2004,0,97,6
0,Action,en,07/09/2003,0,112,5.2
0,Drama,es,08/09/2003,0,93,6.2
0,Drama,en,16/01/2004,0,125,6.7
0,Drama,sv,16/05/2003,0,113,6.9
5000000,Drama,en,28/12/2002,0,97,5.4
0,Action,en,01/05/2003,0,120,10
9000000,Drama,ja,05/07/2003,0,155,4.9
0,Action,en,24/11/2003,0,96,5.6
140000000,Action,en,16/12/2004,209073645,108,6.7
0,Adventure,cn,15/11/2002,0,90,5.8
0,Action,en,18/01/2003,0,138,7.9
0,Documentary,da,08/03/2003,0,100,7.4
0,Comedy,fi,29/08/2003,0,107,6.1
0,Comedy,en,09/09/2002,0,53,7
0,Documentary,fi,16/01/2004,0,98,4.1
47000000,Drama,fr,26/10/2004,0,133,7.1
0,Drama,th,03/08/2003,0,112,7.3
0,Drama,en,26/09/2003,0,0,5.5
0,Thriller,de,11/03/2004,11030861,121,7.3
0,Drama,ja,06/03/2004,9789651,100,7.3
0,Animation,hi,27/11/2003,13200241,186,7.3
0,Comedy,ja,19/07/2002,522911,75,7.2
12000000,Adventure,en,04/05/2004,163536,103,7.1
0,Romance,en,20/10/2004,0,96,4.9
0,Action,es,08/10/2003,0,109,6.9
0,Drama,en,18/10/2002,0,6,7.4
0,Science Fiction,zh,12/02/2003,0,92,7.6
5000000,Drama,ja,02/11/2002,7338987,129,7.5
0,Action,cn,08/03/2003,0,107,5.5
0,Action,fr,09/09/2003,0,105,7.4
0,Drama,it,27/02/2003,15530077,106,7
0,Drama,fr,30/01/2004,0,94,6.2
0,Drama,en,20/06/2004,0,181,5.5
0,Horror,no,21/02/2003,0,82,5.9
8256269,Adventure,en,03/10/2003,460978,97,6.3
14000000,Action,en,30/12/2003,0,91,4.8
0,Action,en,09/03/2003,0,119,7.3
0,Documentary,fi,06/03/2003,0,0,3.5
0,Action,ja,18/01/2003,0,137,7.5
0,Action,en,27/01/2004,0,106,6
0,Action,ja,04/10/2003,0,70,7.1
0,Comedy,en,17/09/2004,0,94,5.2
0,Drama,fr,05/02/2004,0,104,5.8
0,Drama,en,14/01/2004,0,104,6.5
0,Drama,pt,31/08/2003,0,96,7.4
3500000,War,ja,18/10/2002,0,92,6.7
3000000,Horror,ko,01/01/2003,14980005,120,8
0,Drama,en,03/03/2004,0,105,5.3
0,Thriller,en,19/10/2002,0,90,4
0,Horror,en,10/07/2004,0,94,6
0,Drama,ja,19/04/2003,0,120,5.6
0,Horror,sv,24/12/2003,0,100,5.5
0,Comedy,no,11/04/2003,0,87,5.5
0,Comedy,en,14/03/2004,0,99,5.9
0,Drama,ja,03/11/2003,0,112,5.8
1200000,Horror,en,20/03/2003,0,85,6.2
0,Comedy,ja,22/12/2002,0,99,6.6
29000000,Action,en,04/03/2005,21126225,103,6.8
0,Drama,en,08/04/2005,6584159,98,6.3
0,Comedy,en,17/09/2003,0,100,7.9
7000000,Comedy,en,20/04/2004,0,88,3.8
0,Adventure,pt,13/06/2003,0,123,7
0,Romance,ja,15/08/2003,0,95,6.5
0,Horror,en,20/02/2004,0,82,5.1
0,Comedy,en,18/05/2003,0,68,7.4
0,Science Fiction,th,21/01/2003,15,105,7
0,Action,zh,01/10/2003,0,119,7.2
12806000,Drama,es,03/09/2004,38535221,125,7.2
0,Drama,en,20/07/2003,0,112,4.9
80000000,Romance,en,17/12/2004,55041367,130,5.8
0,Comedy,no,29/08/2003,0,104,6.4
0,Comedy,en,19/09/2003,0,90,6.7
0,Documentary,fr,17/03/2004,0,96,7.5
780000,Drama,en,11/09/2003,0,90,6.6
0,Action,no,23/01/2004,0,86,6.5
0,Comedy,mn,29/06/2003,0,91,7.8
80000000,Documentary,en,08/04/2005,162944923,128,6.2
130000,Crime,en,06/08/2004,54667954,79,5.3
4500000,Drama,en,13/05/2004,0,90,5.4
0,Action,cn,01/01/2003,0,93,6.4
0,Thriller,en,16/07/2004,0,91,5.7
0,Comedy,zh,12/12/2003,0,118,7
0,Crime,nl,15/10/2003,0,123,6.4
0,Crime,en,15/03/2004,0,85,6.6
0,Documentary,en,30/04/2004,0,120,5.5
6500000,Drama,en,30/09/2004,11850214,105,7
0,Drama,en,17/09/2004,0,128,6.3
0,Comedy,ru,25/06/2003,0,105,7.4
0,Thriller,en,21/09/2003,0,90,5.6
45000000,Documentary,en,17/12/2004,21009180,113,5.7
500000,Action,en,15/01/2004,603943,90,6.9
50000000,Crime,en,17/03/2005,161451538,110,5.5
0,Drama,en,06/08/2004,0,100,5
10000000,Comedy,en,11/09/2003,4069090,125,8.2
1500000,Drama,es,24/02/2004,0,121,7.5
0,Drama,en,10/09/2003,4500000,145,7.6
0,Documentary,en,05/09/2003,0,90,6.7
0,Documentary,ja,06/12/2003,0,95,6
0,Drama,en,07/09/2003,0,80,7
0,Comedy,en,13/02/2004,0,104,6.2
700000,Drama,ru,02/08/2003,1600000,110,6
0,Action,sv,03/09/2004,0,132,7
0,Romance,zh,18/08/2003,0,83,7.4
0,Drama,en,24/04/2003,0,87,7.7
8000000,Documentary,en,30/07/2004,365134,138,5.1
0,Comedy,ja,10/05/2003,0,128,6.5
0,Adventure,en,11/06/2004,0,126,7.5
0,Drama,en,13/05/2004,0,91,6.5
0,Drama,ko,05/02/2004,15,140,7.4
0,Action,en,30/05/2004,0,110,7.5
0,TV Movie,en,21/01/2004,0,141,6.7
0,Documentary,en,19/08/2004,0,93,5.4
0,Comedy,en,03/03/2004,0,95,5.7
0,Crime,de,02/09/2003,0,114,6.4
350000,Comedy,en,08/12/2004,3515061,85,6.7
0,Documentary,en,14/05/2004,127067,107,7.2
0,Documentary,en,01/01/2005,0,84,3.3
2600000,Action,en,09/07/2004,3166000,105,7.6
0,Documentary,en,18/01/2004,0,84,7
0,Drama,en,28/05/2004,0,80,6.1
0,Documentary,en,25/05/2004,0,85,4.3
0,Drama,tr,06/06/2004,159429,81,4.2
0,Drama,es,01/02/2004,0,0,2.7
40000,Horror,de,28/01/2004,0,90,7.1
0,Comedy,en,23/04/2004,10000000,109,5.8
0,Documentary,cn,18/03/2004,0,95,5.5
8700000,Thriller,en,25/05/2006,7659918,100,6.8
6000000,Animation,ja,24/04/2004,1530216,141,5.7
0,Drama,ko,03/06/2004,5331377,123,7.2
0,Comedy,en,18/06/2004,0,78,6.8
0,Documentary,en,14/07/2004,0,74,6.9
0,Documentary,en,10/09/2004,0,68,5.6
0,Documentary,en,05/10/2004,0,80,3
0,Comedy,en,12/11/2004,0,96,5.7
5400000,Drama,en,15/04/2005,0,94,6
0,Action,en,31/08/2003,0,104,5.3
30000000,Comedy,en,15/12/2004,216763646,132,7.7
0,Drama,ja,11/07/2003,0,130,7.2
0,Action,zh,29/08/2003,0,82,6.9
17500000,Comedy,en,11/09/2004,38000000,121,7.5
2000000,Horror,en,03/10/2000,0,99,5.3
150000000,Crime,en,13/07/2005,474968763,115,6.7
0,Adventure,en,14/05/2000,0,109,6.5
0,Crime,ko,15/10/2004,0,88,7.7
50000000,Comedy,en,10/12/2004,34808403,119,7.1
116000000,Adventure,en,17/12/2004,102000000,170,7
70000000,Drama,en,08/12/2004,154648887,143,7
23000000,Music,en,17/12/2004,0,118,6.5
0,Drama,en,24/12/2004,4678405,87,6.9
0,Drama,en,29/12/2004,0,109,5.9
80000000,Comedy,en,22/12/2004,516642939,115,6.1
0,Comedy,en,17/05/2004,3537961,95,6.4
0,Drama,en,02/09/2004,1841260,119,6.8
0,Drama,en,03/09/2004,0,138,6.7
0,Comedy,ja,29/05/2004,0,102,7.1
0,Comedy,en,12/12/2004,0,93,4.3
0,Comedy,it,10/09/2004,0,105,6.6
0,Drama,en,01/01/2004,0,81,7.5
10000000,Documentary,en,07/01/2005,91196419,101,5.6
0,Drama,en,02/09/2005,0,95,5.5
0,Action,en,23/01/2005,0,118,6.4
0,Comedy,en,02/08/2002,0,93,7.5
0,Comedy,fr,04/09/2002,0,93,6
0,Drama,en,25/06/2004,0,76,5.3
3000000,Comedy,en,05/09/2002,0,87,4.7
6854500,Action,de,31/08/2002,0,105,6.2
0,Drama,en,01/01/2003,31651,116,6.1
10000000,War,en,14/09/2004,0,111,6.3
27440000,Action,fr,22/10/2003,0,85,6.7
0,Comedy,en,06/10/2002,2270658,94,5.9
0,Drama,pl,07/07/2002,0,93,7.2
0,Adventure,en,20/08/2002,0,0,6.3
0,Comedy,en,21/05/2004,0,122,6.6
6000000,Drama,en,07/09/2002,0,99,6.1
10000000,Crime,ja,17/04/2004,1461989,101,6.8
0,Comedy,en,01/02/2002,0,0,5
43000000,Action,en,13/01/2005,56681566,97,4.9
30000000,Action,en,06/01/2005,93772522,102,5.1
30000000,Comedy,en,14/01/2005,76669806,136,7.3
0,Action,es,04/10/2002,0,110,8
0,Drama,es,29/04/2003,1819410,87,6.6
0,Comedy,zh,01/08/2002,0,97,6.5
0,Crime,sr,06/02/2003,0,90,6.5
0,Comedy,fr,01/01/2002,0,120,5.3
0,Drama,bm,04/08/2004,214605,124,5.9
0,Drama,en,03/12/2004,0,104,5.1
2800000,Drama,ko,24/04/2003,0,129,7.9
2700000,Science Fiction,de,02/09/2004,0,98,6.7
18339750,Comedy,de,08/09/2004,92180910,156,7.7
250000,Drama,de,31/12/2001,0,107,7
30000000,Drama,en,19/01/2005,35294470,109,6
32000000,Thriller,en,20/01/2005,97918663,95,5.2
20000000,Adventure,en,28/01/2005,10442808,96,3.1
25000000,Action,en,27/01/2005,122644820,101,6.1
0,Horror,en,21/01/2005,0,47,6.8
20000000,Action,en,04/02/2005,67192859,89,4.6
15000000,Thriller,en,04/02/2005,47175038,88,6.2
0,Comedy,en,15/10/2004,0,104,7.1
0,Drama,ja,07/08/2004,0,141,7.8
0,Drama,en,17/01/2004,0,97,6.1
0,Crime,en,19/03/2004,0,0,8
0,Fantasy,en,18/01/2004,0,0,7.3
0,Drama,en,22/01/2002,0,90,4.8
550,Adventure,en,12/06/2003,0,82,6.9
0,Comedy,de,18/09/2003,0,136,6.5
0,Drama,zh,22/05/2003,0,127,7
0,War,en,10/09/2003,0,99,5.8
0,Comedy,en,14/09/2001,0,95,5.8
0,Adventure,ko,01/02/2002,0,136,5.2
24000000,Romance,ja,19/11/2004,234710455,119,8.2
20000000,Fantasy,ja,17/07/2004,0,126,6.4
500,Drama,en,02/02/2005,41,78,7.5
0,Comedy,en,23/03/2004,0,98,6.7
70000000,Documentary,en,10/02/2005,368100420,118,6.3
0,Comedy,en,11/02/2005,0,68,6.3
2000000,Animation,en,11/02/2005,653621,92,6.8
0,History,en,05/12/2003,0,104,0
7000000,Comedy,en,11/02/2004,0,111,6.5
100000000,Drama,en,08/02/2005,230884728,121,6.6
84000000,Drama,en,18/02/2005,0,94,3.6
14000000,Fantasy,en,18/02/2005,32645546,106,6.1
0,Comedy,fa,07/01/2005,0,98,7.2
0,Drama,en,29/04/2004,0,117,6.2
0,Drama,en,11/03/2003,0,82,4.9
2000000,Drama,fi,14/01/2005,0,127,6.8
0,Drama,de,24/10/2002,0,87,6.4
4200000,Action,ru,27/06/2004,32000000,114,6.3
0,Fantasy,en,18/01/2003,0,92,6
0,Comedy,en,04/03/2002,0,90,7
0,Documentary,en,28/04/2004,0,107,6.5
0,Drama,en,21/11/2003,0,54,5.8
40000000,Documentary,en,25/02/2005,0,100,5.4
20000000,Drama,cn,10/02/2004,100914445,99,7.2
0,Comedy,en,05/12/2004,0,180,6.9
0,Action,en,03/07/2002,0,5,6.6
0,Animation,en,09/09/2003,0,108,6.8
0,Adventure,cs,04/09/2003,0,150,7.3
500000,Horror,hu,20/11/2003,0,105,7.4
0,Comedy,fa,20/02/2005,0,101,7.7
0,Drama,fr,01/09/2004,0,90,6
3300000,Drama,en,23/04/2001,0,94,5.1
0,Comedy,sv,01/01/2004,0,98,4.5
0,Drama,en,18/02/2005,0,106,4.7
0,Comedy,en,25/02/2005,0,116,6.4
35000000,Comedy,en,25/02/2005,19294901,97,5.1
2000000,Horror,cs,16/09/2004,0,108,8.2
0,Comedy,en,05/11/2003,0,0,1
56000000,Action,en,04/03/2005,113006880,95,5.8
53000000,Action,en,04/03/2005,95226116,118,5.4
0,Comedy,en,01/01/2004,0,85,5.9
1400000,Documentary,he,05/02/2004,0,103,6.5
52000000,Drama,en,10/03/2005,77944725,113,6.2
75000000,Mystery,en,10/03/2005,260696994,91,6
0,Drama,en,16/10/2002,0,89,5.4
0,Crime,es,04/02/2000,0,0,6
0,Drama,pt,31/01/2003,0,110,5.5
6105121,Adventure,pt,21/04/2000,0,123,6.5
0,Drama,en,18/05/2003,48000,96,5.6
0,Romance,he,09/09/2004,0,95,6
0,Drama,en,16/05/2004,299261,108,7
0,Crime,en,12/02/2005,0,95,6
0,Action,en,25/01/2004,0,192,5.8
825000,Horror,en,15/10/2004,0,97,5.7
15000000,Mystery,en,08/03/2005,0,97,4.2
3000000,Drama,ko,04/04/2003,0,118,6.8
0,Comedy,da,17/05/2003,0,109,5.6
0,Action,ja,01/01/2002,0,77,6.7
0,History,fi,22/07/2004,0,95,6.2
0,Comedy,en,12/09/2003,0,91,6.5
25000000,Romance,en,17/03/2005,27645491,98,5.9
0,Drama,en,29/10/2004,20085825,100,6.3
0,Comedy,en,18/01/2003,0,90,0
0,Drama,en,11/03/2005,0,115,5.3
35000000,Action,en,25/03/2005,68915888,105,5.5
3500000,Comedy,en,21/01/2004,0,91,5.6
0,Action,en,05/05/2004,0,93,0
1,Documentary,en,17/12/2004,0,94,5.8
0,Drama,en,01/01/2002,0,103,6.5
0,Action,en,20/10/2001,0,102,6.4
3000000,Action,en,30/09/2004,6804016,94,5
0,Drama,de,01/01/2003,0,120,5
0,Romance,es,18/10/2002,0,124,6
0,Comedy,en,19/01/2003,0,110,7.9
6000000,Drama,ko,09/05/2003,0,114,5.2
0,Romance,en,23/10/2003,0,23,7
8000000,Animation,en,18/04/2002,0,108,4.9
0,Drama,en,09/10/2003,0,83,7.3
1500000,Documentary,en,25/03/2005,712294,111,6.5
40000000,Drama,en,01/04/2005,158733820,124,7.2
25000000,Action,en,02/06/2005,36351350,105,5.4
0,Comedy,fr,18/11/2004,0,110,6.4
0,Drama,en,01/04/2005,0,97,5.4
130000000,Documentary,en,06/04/2005,119269486,124,5.7
30000000,Action,en,06/04/2005,50451307,103,5.9
0,Comedy,en,29/01/2004,0,90,5.3
0,Drama,en,08/04/2005,0,107,6
0,Action,fr,03/12/2003,0,115,5.9
0,Drama,ko,04/02/2000,0,116,6.3
0,Animation,en,21/11/2001,0,108,5.8
0,Comedy,en,15/06/2003,527000,90,3.1
5000000,Comedy,en,14/12/2003,0,99,5.9
6000000,Drama,ja,22/01/2000,0,99,5.8
0,Horror,da,27/08/2004,0,117,6.5
0,Comedy,cs,13/04/2000,0,103,7.9
10000000,Science Fiction,en,01/01/2003,0,103,6.4
0,Adventure,es,06/08/2004,0,99,5.5
0,Drama,en,04/11/2002,0,132,5.4
0,Romance,en,09/10/2004,0,84,4.7
0,TV Movie,en,07/01/2004,0,105,4.6
6800000,Comedy,en,07/12/2004,0,98,6
0,Action,en,14/11/2004,0,175,5.2
0,Action,en,22/10/2004,0,88,4.3
0,Drama,en,16/05/2003,0,103,5.8
0,Mystery,en,01/09/2004,0,111,6.7
0,Drama,en,23/08/2003,0,86,7
50000000,Drama,en,15/01/2005,104478416,109,6.6
0,Adventure,da,10/08/2004,0,107,6.9
0,Thriller,de,30/03/2005,0,110,6.7
0,Documentary,en,13/04/2003,0,88,6.2
19000000,Drama,en,15/04/2005,108047131,90,6
0,Horror,en,09/01/2002,0,81,7.8
0,Animation,en,01/01/2001,0,94,6.3
0,Drama,en,31/05/2004,0,89,5.7
4500000,Drama,de,04/07/2004,3764219,117,7.3
0,Western,ja,06/10/2001,0,112,7.3
0,Drama,en,13/04/2005,1691706,94,5.5
0,Action,en,16/09/2004,38585,88,5.5
0,Documentary,en,15/04/2005,0,97,6.2
0,Comedy,en,03/09/2004,0,100,6.5
0,Comedy,en,15/04/2005,0,90,4.1
30000000,Comedy,en,22/04/2005,42886719,107,6.5
0,Comedy,en,22/04/2005,0,95,5.1
0,Comedy,en,01/01/2005,0,101,5.8
0,Drama,en,23/01/2001,0,99,5.3
0,Action,en,22/04/2005,0,110,7.2
60000000,Documentary,en,27/04/2005,71073932,101,4.7
0,Action,en,29/04/2005,42108,92,4
130000000,Action,en,03/05/2005,211643158,144,6.6
40000000,Drama,en,30/04/2005,68766121,113,5.5
6500000,Horror,en,13/01/2004,98410061,112,7.2
0,Drama,en,18/09/2004,0,90,3.3
0,Comedy,en,20/05/2004,1524966,105,7.4
0,Comedy,ja,17/07/2004,0,143,7
0,Animation,en,14/01/2002,0,88,5.6
0,Comedy,fr,14/05/2004,0,89,5.6
0,Drama,en,21/10/2001,0,95,6.6
7500000,Comedy,en,01/01/2001,0,95,7.2
0,Comedy,en,25/05/2005,0,100,7.1
0,Music,en,22/01/2003,0,108,5.7
0,Drama,es,27/08/2004,0,100,6.5
0,Comedy,en,15/05/2003,0,93,3.8
0,Thriller,es,01/01/2001,0,94,5.7
0,Comedy,en,11/07/2002,0,92,7.3
0,Comedy,de,23/09/2002,0,120,7
0,Comedy,en,22/01/2005,0,105,5.6
0,Crime,ja,19/07/2003,0,120,6.8
0,Crime,en,07/09/2003,0,169,7.1
45000000,Documentary,en,02/02/2005,50871113,103,6.6
1000000,Drama,ko,10/02/2004,0,95,6.9
113000000,Drama,en,17/05/2005,850000000,140,7.1
45000000,Science Fiction,en,13/05/2005,56070433,95,5.6
43000000,Romance,en,13/05/2005,154749918,101,5.6
0,Romance,it,21/11/2003,0,87,8
0,Drama,en,18/05/2003,0,83,5.6
0,Romance,en,01/01/2003,0,103,6.3
0,Action,zh,21/12/2000,0,92,5.3
0,Action,en,21/02/2002,0,83,4.5
1000000,Comedy,en,16/07/2004,1574623,66,5.1
0,Drama,ko,11/01/2002,0,100,7
0,Drama,nl,30/09/2004,0,102,7.8
75000000,Action,en,25/05/2005,532680671,86,6.6
0,Family,en,19/06/2004,0,105,6.2
0,Action,en,13/05/2005,0,105,7.2
0,Documentary,en,06/09/2004,0,95,5.3
30000000,Documentary,en,20/05/2005,251495,117,4.8
82000000,Horror,en,19/05/2005,190320568,113,6.2
0,Comedy,en,12/09/2004,0,91,6.8
88000000,Action,en,02/06/2005,108539911,144,7.3
25000000,Romance,en,01/06/2005,39053061,119,6.3
25000000,Drama,en,03/06/2005,13411957,107,7
0,Drama,fr,17/12/2003,0,110,6.9
0,Comedy,en,27/02/2005,0,93,6.4
110000000,Action,en,07/06/2005,478207520,120,6.5
50000000,Action,en,10/06/2005,69425966,92,4.4
0,Adventure,fr,18/06/2003,0,91,6.6
27000000,Horror,en,10/06/2005,0,90,4.1
6250000,Comedy,en,10/06/2005,0,131,6.6
0,Drama,en,14/06/2004,20377075,104,6.5
2000000,Drama,en,12/09/2004,120620,90,7.1
0,Drama,es,05/11/2004,837000,120,7.6
0,Drama,en,24/05/2005,0,93,5.7
150000000,Romance,en,10/06/2005,374218673,140,7.5
0,Action,en,27/03/2003,0,76,6.6
19500000,Action,ja,04/12/2004,0,125,6.4
0,Action,fr,03/09/2004,0,150,7.6
0,Romance,en,17/06/2005,0,100,5.5
0,Comedy,en,20/08/2004,0,86,6
0,Drama,en,01/01/2005,0,93,6.7
0,Drama,en,17/06/2005,0,107,5.3
0,Thriller,en,01/01/2004,0,120,5.4
0,Romance,en,11/09/2004,0,95,7.3
50000000,Comedy,en,22/06/2005,66002004,101,5.1
0,Comedy,en,05/08/2005,0,100,6
15000000,Drama,en,24/06/2005,46770602,93,6
85000000,Horror,en,21/06/2005,131426169,102,4.8
0,Comedy,en,15/01/2005,0,86,5.9
0,Documentary,fr,19/05/2004,0,104,6.4
0,Adventure,en,01/01/2001,0,66,6
0,Action,en,17/06/2005,0,90,7
6000000,Comedy,es,10/09/2004,0,105,6.7
0,Thriller,ko,02/09/2004,0,125,6.7
0,Horror,fr,25/08/2004,0,100,5.9
0,Drama,en,01/01/2004,0,100,5
0,Horror,de,25/10/2004,0,127,7.2
0,Drama,en,25/09/2003,0,84,3.8
2000000,Action,en,02/11/2004,0,93,2.9
0,Action,en,20/04/2004,0,93,6.8
0,Documentary,en,03/04/2005,0,90,5.3
0,Comedy,en,10/03/2002,0,88,5.2
0,Thriller,it,24/10/2003,0,105,6.5
12000000,Crime,en,18/05/2004,0,128,7.3
8800000,Music,en,15/01/2004,0,90,5.8
132000000,Thriller,en,28/06/2005,591739379,116,6.2
8000000,Thriller,fr,26/01/2005,127392239,80,6.9
0,Documentary,fr,08/12/2004,0,95,5.6
0,Comedy,en,21/05/2005,0,62,6.2
45000000,Action,en,01/07/2005,16809014,103,5.2
0,Comedy,en,03/04/2003,0,94,7
30000000,Drama,en,27/06/2005,25473093,105,5.3
0,Drama,fr,17/02/2005,0,107,6.8
100000000,Drama,en,29/06/2005,330579719,106,5.5
300000,Action,en,22/07/2005,1750211,88,6.9
0,Documentary,sv,01/12/2003,0,120,6.3
0,Music,en,01/01/2001,0,93,7.5
40000000,Romance,en,14/07/2005,285176741,119,6.4
0,Comedy,en,20/01/2005,0,128,5.6
13000000,Thriller,fr,15/06/2005,23727301,129,6.8
0,War,en,01/01/2003,0,100,5.9
6000000,Adventure,ko,12/08/2004,0,120,6.7
0,Action,pl,19/09/2003,0,113,6.5
0,War,en,16/09/2003,0,99,6.2
0,Drama,it,18/04/2005,0,155,6.9
8000000,Comedy,en,22/07/2005,23563727,116,6.9
0,Mystery,en,01/01/2004,0,89,5.4
0,Comedy,en,20/09/2002,76901,85,6.3
126000000,Drama,en,20/07/2005,162949164,136,6.5
30000000,Action,en,22/07/2005,34252847,113,5.7
0,Comedy,en,22/07/2005,0,107,6.6
0,Drama,en,13/05/2005,1928985,96,5.3
0,Drama,en,26/09/2003,0,104,6.8
35000000,Drama,en,29/07/2005,86369815,100,5.8
135000000,Adventure,en,28/07/2005,76932943,121,4.9
30000000,Action,en,21/07/2005,58405313,98,5.8
0,Romance,en,01/01/2005,0,89,6
0,Comedy,el,24/10/2003,0,108,7.2
0,Horror,ko,26/07/2002,0,100,6.3
0,Mystery,en,10/12/2001,0,89,4.3
39000000,Adventure,en,25/08/2005,38869464,119,7.4
0,Science Fiction,en,05/05/2004,0,78,7.3
0,Music,en,11/06/2004,0,98,5.5
10000000,Action,en,17/05/2005,45742101,105,6.8
74050,Drama,en,15/09/2004,176153,98,5.7
7500000,Horror,en,21/04/2005,143000,97,4
50000000,Horror,en,05/08/2005,110803676,104,5.1
0,Action,en,08/06/2005,0,108,6.7
0,Comedy,es,01/01/2005,0,86,5.8
0,Drama,en,03/08/2005,0,106,6.5
22000000,Comedy,en,06/08/2005,22400154,83,4.6
43000000,Comedy,en,29/07/2005,91974818,104,6.4
45000000,Drama,en,11/08/2005,92374674,109,6.7
80000000,Action,en,12/08/2005,10166502,132,6.8
0,Action,en,09/09/2005,0,99,6.5
0,Drama,en,22/01/2005,0,105,5.9
